PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Kampis, D; Askitis, D; Poulsen, E; Parise, E; Southgate, V				Kampis, Dora; Askitis, Dimitris; Poulsen, Emilie; Parise, Eugenio; Southgate, Victoria			14-month-old infants detect a semantic mismatch when occluded objects are mislabeled	INFANCY												When infants start mastering their first language, they may start to notice when words are used incorrectly. Around 14-months of age, infants detect incorrect labeling when they are presented with an object which is labeled while still visible. However, things that are referred to are often out of sight when we communicate about them. The present study examined infants' detection of semantic mismatch when the object was occluded at the time of labeling. Specifically, we investigated whether mislabeling that referred to an occluded object could elicit a semantic mismatch. We showed 14-month-old Danish-speaking infants events where an onscreen agent showed an object and then hid it in a box. This was followed by another agent's hand pointing at the box, and a concurrent auditory category label played, which either matched or did not match the hidden object. Our results indicate that there is an effect of semantic mismatch with a larger negativity in incongruent trials. Thus, infants detected a mismatch, as indicated by a larger n400, when occluded objects were mislabeled. This finding suggests that infants can sustain an object representation in memory and compare it to a semantic representation of an auditory category label.					Southgate, Victoria/C-4957-2008; Parise, Eugenio/ABD-9940-2021	Parise, Eugenio/0000-0003-4836-6370													1525-0008	1532-7078				JUL	2024	29	4					510	524		10.1111/infa.12597	http://dx.doi.org/10.1111/infa.12597		APR 2024						38687625					WOS:001209664400001
J	Williams, CL; Belkowitz, AR; Nance, MG; Mortman, ET; Bae, S; Ahmed, SB; Puglia, MH				Williams, Cabell L.; Belkowitz, Allison R.; Nance, Madelyn G.; Mortman, Emily T.; Bae, Sonie; Ahmed, Sheher-Bano; Puglia, Meghan H.			Parent attention-orienting behavior is associated with neural entropy in infancy	INFANCY												Parents use joint attention to direct infants to environmental stimuli. We hypothesized that infants whose parents provide more bids for joint attention will display a more complex neural response when viewing social scenes. Sixty-one 8-month-old infants underwent electroencephalography (EEG) while viewing videos of joint- and parallel-play and participated in a free play interaction. EEG data was analyzed using multiscale entropy, which quantifies neural variability. Free play interactions assessed parent alternating gaze, a behavioral mechanism for directing attention to environmental cues. We found a significant positive association between parent alternating gaze and neural entropy in frontal and central regions. These results suggest a relationship between parent behavior and infant neural mechanisms that regulate social attention, underlying the importance of parental cues in forming neural networks.					Puglia, Meghan/U-9323-2018	Puglia, Meghan/0000-0001-5450-0631; Belkowitz, Allison Baines/0009-0005-4300-6239													1525-0008	1532-7078				2024 APR 27	2024										10.1111/infa.12595	http://dx.doi.org/10.1111/infa.12595		APR 2024						38676934					WOS:001208750900001
J	Segal, SC; Moulson, MC				Segal, Shira C.; Moulson, Margaret C.			The effectiveness of maternal regulatory attempts in the development of infant emotion regulation	INFANCY												Caregivers are instrumental in the development of infant emotion regulation; however, few studies have focused on delineating the real-time effectiveness of strategies that caregivers use to reduce infant distress. It is also unclear whether certain caregiver traits facilitate engagement in more successful regulation strategies. This study addressed these gaps by: (1) examining the differential effectiveness of maternal regulatory attempts (MRAs; behavioral strategies initiated by mothers to assist infants with regulating emotional states) in reducing 12- to 24-month-old infants' frustration during a toy removal task; and (2) assessing whether maternal mind-mindedness (mothers' attunement to their infant's mental state) predicted mothers' selection of MRAs. Multilevel modeling revealed that distraction and control were the most effective MRAs in reducing infant negative affect across 5-s intervals (N = 82 dyads; M infant age = 18 months; 45 females). Greater use of non-attuned mind-related speech predicted less engagement in effective MRAs, supporting a link between caregivers' socio-cognitive skills and provision of in-the-moment regulation support. These findings highlight the value of considering caregiver regulatory behaviors as a target for elucidating how maternal socialization of emotion regulation occurs in real-time. They also underscore mothers' important role as socializing agents in the development of this foundational developmental ability.						Segal, Shira/0000-0001-8638-0865													1525-0008	1532-7078				OCT	2024	29	5					672	692		10.1111/infa.12594	http://dx.doi.org/10.1111/infa.12594		APR 2024						38598268					WOS:001199507900001
J	Lopez, LD; Walle, EA				Lopez, Lukas D.; Walle, Eric A.			Caregiver encouragement to act on objects is related with crawling infants' receptive language	INFANCY												The progression from crawling to walking in infancy is associated with changes in infant language development. One possible explanation for such change is the infant's language environment. Prior research indicates that caregivers use more action directives with walking infants compared to crawling infants, but the relations of such parental speech with infant vocabulary is unknown. Here, we present findings from day-long home audio recordings (Study 1) and laboratory observations (Study 2) of same-aged crawling and walking infants to explore how caregiver language, specifically action directives, were associated with parent reported infant vocabulary size. Findings in both studies indicated that caregiver action directives were associated with crawling, but not walking infants' receptive vocabulary sizes. Specifically, action directives about objects occurring when the infant and caregiver were not jointly engaged were associated with higher receptive vocabulary scores for crawling infants, but no such pattern was found for walking infants. The replication of results in distinct samples with different research methodologies strengthens the findings. Taken together, these studies demonstrate that caregiver social engagement specific to infant motoric development is related with infant language learning.																			1525-0008	1532-7078				JUL	2024	29	4					550	570		10.1111/infa.12592	http://dx.doi.org/10.1111/infa.12592		MAR 2024						38529523					WOS:001190507600001
J	Tisborn, K; Seehagen, S				Tisborn, Katharina; Seehagen, Sabine			2-Year-olds' free play during the COVID-19 pandemic	INFANCY												Free play is a natural activity in toddlerhood, depending on environmental conditions like available objects and the social environment. The COVID-19 pandemic and its consequences for parents' mental health held the potential to change toddlers' play environment. This cross-sectional study investigated 2-year-olds' (N = 97) free play with objects, and aspects of caregiver mental well-being in three cohorts during the pandemic in Germany. Caregivers reported their positive mental health (PMH), threat perception, perception of current family situation from negative to positive, and workload. We categorized toddlers' behavior in free play sessions in their homes with a fixed set of objects through behavioral coding. Play behavior did not differ between cohorts and did not correlate with caregivers' positive mental health, threat perception, and perception of family situation. A MANOVA revealed a significant main effect of cohort on PMH, threat perception and perception of family situation, qualified by two discriminant functions. Full sample analyses revealed that toddlers of caregivers perceiving a workload increase compared to the time before the pandemic showed less pretend play, and less functional and nonfunctional play. The results provide insights into 2-year-olds' play behavior during a global pandemic and highlight the role of caregiver availability for children's play.						Tisborn, Katharina/0000-0002-3794-983X; Seehagen, Sabine/0000-0001-6749-0604													1525-0008	1532-7078				JUL	2024	29	4					608	630		10.1111/infa.12591	http://dx.doi.org/10.1111/infa.12591		MAR 2024						38529521					WOS:001190507500001
J	Bothe, R; Eiteljoerge, S; Trouillet, L; Elsner, B; Mani, N				Bothe, Ricarda; Eiteljoerge, Sarah; Trouillet, Leonie; Elsner, Birgit; Mani, Nivedita			Better in sync: Temporal dynamics explain multisensory word-action-object learning in early development	INFANCY												We investigated the temporal impact of multisensory settings on children's learning of word-object and action-object associations at 1- and 2-years of age. Specifically, we examined whether the temporal alignment of words and actions influenced the acquisition of novel word-action-object associations. We used a preferential looking and violation of expectation task in which infants and young children were first presented with two distinct word-object and action-object pairings either in a synchronous (overlapping in time) or sequential manner (one after the other). Findings revealed that 2-year-olds recognized both, action-object and word-object associations when they first saw the word-action-object combinations synchronously, but not sequentially, as evidenced by looking behavior. 1-year-olds did not show evidence for recognition for either of the word-object and action-object pairs, regardless of the initial temporal alignment of these cues. To control for individual differences, we explored factors that might influence associative learning based on parental reports of 1- and 2-year-olds development, however, developmental measures did not explain word-action-object associative learning in either group. We discuss that while young children may benefit from the temporal alignment of multisensory cues as it enables them to actively engage with the multisensory content in real-time, infants may have been overwhelmed by the complexity of this input.					Elsner, Birgit/AAC-3264-2019; Mani, Nivedita/F-8795-2010	Elsner, Birgit/0000-0003-3441-2436													1525-0008	1532-7078				JUL	2024	29	4					482	509		10.1111/infa.12590	http://dx.doi.org/10.1111/infa.12590		MAR 2024						38520389					WOS:001189361600001
J	Bailes, LG; Lickenbrock, DM; Swift, AR; Rios, LJ				Bailes, Lauren G.; Lickenbrock, Diane M.; Swift, Alyssa R.; Rios, Logan J.			Parental sensitivity and intrusiveness with mothers and fathers: Associations between parental behavioral activation/inhibition and infant temperament	INFANCY												Understanding the factors contributing to sensitive parenting is crucial to optimize infant social and emotional functioning. Research has supported the association between parents' personality and parenting quality, but findings are inconsistent when examining various global personality measures. Further, it is likely that the interaction between parent-level (e.g., personality) and infant-level characteristics (e.g., temperament) are more strongly associated with caregiving quality. Most studies examining predictors of parenting quality have only included mothers, compared to fathers. The current study examined the interaction between parental personality and infant temperament and associations with parental sensitivity and intrusiveness with mothers and fathers. The participants included families (n = 102) when the infants were 4, 6, and 8 months old. Using parent report measures and a face-to-face play task, significant main effects of maternal behavioral inhibition on parenting behaviors were observed for mothers. A Behavioral Activation X Infant Negative Reactivity interaction predicted both maternal sensitivity and intrusiveness, whereas a Behavioral Inhibition X Infant Surgency predicted paternal intrusiveness. In summary, the results revealed support for the goodness-of-fit perspective between parents' personality and infant temperament.					Lickenbrock, Diane/V-5286-2019	Rios, Logan/0009-0007-6846-0766; Lickenbrock, Diane/0000-0003-4927-7935; Bailes, Lauren/0000-0002-0790-1771													1525-0008	1532-7078				JUL	2024	29	4					571	589		10.1111/infa.12589	http://dx.doi.org/10.1111/infa.12589		MAR 2024						38511388					WOS:001188124500001
J	Margolis, ET; Gabard-Durnam, LJ				Margolis, Emma T.; Gabard-Durnam, Laurel J.			Prenatal influences on postnatal neuroplasticity: Integrating DOHaD and sensitive/critical period frameworks to understand biological embedding in early development	INFANCY												Early environments can have significant and lasting effects on brain, body, and behavior across the lifecourse. Here, we address current research efforts to understand how experiences impact neurodevelopment with a new perspective integrating two well-known conceptual frameworks - the Developmental Origins of Health and Disease (DOHaD) and sensitive/critical period frameworks. Specifically, we consider how prenatal experiences characterized in the DOHaD model impact two key neurobiological mechanisms of sensitive/critical periods for adapting to and learning from the postnatal environment. We draw from both animal and human research to summarize the current state of knowledge on how particular prenatal substance exposures (psychoactive substances and heavy metals) and nutritional profiles (protein-energy malnutrition and iron deficiency) each differentially impact brain circuits' excitation/GABAergic inhibition balance and myelination. Finally, we highlight new research directions that emerge from this integrated framework, including testing how prenatal environments alter sensitive/critical period timing and learning and identifying potential promotional/buffering prenatal exposures to impact postnatal sensitive/critical periods. We hope this integrative framework considering prenatal influences on postnatal neuroplasticity will stimulate new research to understand how early environments have lasting consequences on our brains, behavior, and health.						Margolis, Emma/0000-0002-2036-8078													1525-0008	1532-7078				2024 MAR 6	2024										10.1111/infa.12588	http://dx.doi.org/10.1111/infa.12588		MAR 2024						38449347					WOS:001179632100001
J	Quam, C; Swingley, D				Quam, Carolyn; Swingley, Daniel			Developmental change in English-learning children's interpretations of salient pitch contours in word learning	INFANCY												To efficiently recognize words, children learning an intonational language like English should avoid interpreting pitch-contour variation as signaling lexical contrast, despite the relevance of pitch at other levels of structure. Thus far, the developmental time-course with which English-learning children rule out pitch as a contrastive feature has been incompletely characterized. Prior studies have tested diverse lexical contrasts and have not tested beyond 30 months. To specify the developmental trajectory over a broader age range, we extended a prior study (Quam & Swingley, 2010), in which 30-month-olds and adults disregarded pitch changes, but attended to vowel changes, in newly learned words. Using the same phonological contrasts, we tested 3- to 5-year-olds, 24-month-olds, and 18-month-olds. The older two groups were tested using the language-guided-looking method. The oldest group attended to vowels but not pitch. Surprisingly, 24-month-olds ignored not just pitch but sometimes vowels as well-conflicting with prior findings of phonological constraint at 24 months. The youngest group was tested using the Switch habituation method, half with additional phonetic variability in training. Eighteen-month-olds learned both pitch-contrasted and vowel-contrasted words, whether or not additional variability was present. Thus, native-language phonological constraint was not evidenced prior to 30 months (Quam & Swingley, 2010). We contextualize our findings within other recent work in this area.					Swingley, Daniel/AAH-3230-2019	Quam, Carolyn/0000-0003-2607-8597													1525-0008	1532-7078				MAY	2024	29	3					355	385		10.1111/infa.12587	http://dx.doi.org/10.1111/infa.12587		FEB 2024						38421947					WOS:001175431200001
J	Shin, SY; Rowe, ML; Lee, HS				Shin, So Yeon; Rowe, Meredith L.; Lee, Hyun Suk			Early gesture use predicts children's language development in South Korea: New evidence supporting the cross-cultural importance of pointing	INFANCY												Research in the U.S. and other Western countries shows that children's early gesture use, which starts prior to verbal communication, is an important predictor of children's later language development. Despite increasing efforts to study gesture use in diverse contexts, most of our knowledge on the role of gesture is largely based on populations of Western countries. In this study, we add to the growing body of international research by examining gesture use by 31 mothers and their 14-month-old infants (12 girls) in South Korea and investigate the gestures used during interaction, and whether early gesture use at 14 months predicts Korean children's later language skills at 36 months. The results showed that in addition to using gestures observed in other cultural contexts, Korean mother-child dyads used culturally specific gesture (i.e., bowing), showing an early sign of socialization that starts with preverbal children. In addition, Korean infants' index-finger pointing, but not showing and giving, predicted their later receptive and expressive vocabulary skills at 36 months, providing additional support for the importance of pointing in early language development.					Lee, Hyun-Suk/AAQ-7736-2020	Shin, So Yeon/0000-0001-6081-5621													1525-0008	1532-7078				MAY	2024	29	3					327	354		10.1111/infa.12585	http://dx.doi.org/10.1111/infa.12585		FEB 2024						38407556					WOS:001173040300001
J	Viktorsson, C; Portugal, AM; Taylor, MJ; Ronald, A; Falck-Ytter, T				Viktorsson, Charlotte; Portugal, Ana Maria; Taylor, Mark J.; Ronald, Angelica; Falck-Ytter, Terje			Sustained looking at faces at 5 months of age is associated with socio-communicative skills in the second year of life	INFANCY												Efficiently processing information from faces in infancy is foundational for nonverbal communication. We studied individual differences in 5-month-old infants' (N = 517) sustained attention to faces and preference for emotional faces. We assessed the contribution of genetic and environmental influences to individual differences in these gaze behaviors, and the association between these traits and other concurrent and later phenotypes. We found an association between the mean duration of looking at a face (before looking away from it) at 5 months and socio-communicative abilities at 14 months (beta = 0.17, 95% CI: 0.08; 0.26, p < 0.001). Sustained attention to faces predicted socio-communicative abilities over and above variance captured by mean fixation duration. We also found a statistically significant but weak tendency to prefer looking at smiling faces (relative to neutral faces), but no indication that variability in this behavior was explained by genetic effects. Moderate heritability was found for sustained attention to faces (A = 0.23, CI: 0.06; 0.38), while shared environmental influences were non-significant for both phenotypes. These findings suggest that sustained looking at individual faces before looking away is a developmentally significant 'social attention' phenotype in infancy, characterized by moderate heritability and a specific relation to later socio-communicative abilities.					; Ronald, Angelica/C-7812-2009	Viktorsson, Charlotte/0000-0003-2727-2957; Ronald, Angelica/0000-0002-9576-2176													1525-0008	1532-7078				MAY	2024	29	3					459	478		10.1111/infa.12586	http://dx.doi.org/10.1111/infa.12586		FEB 2024						38358338					WOS:001162772900001
J	Khoury, JE; Atkinson, L; Gonzalez, A				Khoury, Jennifer E.; Atkinson, Leslie; Gonzalez, Andrea			A longitudinal study examining the associations between prenatal and postnatal maternal distress and toddler socioemotional developmental during the COVID-19 pandemic	INFANCY												Elevated psychological distress, experienced by pregnant women and parents, has been well-documented during the COVID-19 pandemic. Most research focuses on the first 6-months postpartum, with single or limited repeated measures of perinatal distress. The present longitudinal study examined how perinatal distress, experienced over nearly 2 years of the COVID-19 pandemic, impacted toddler socioemotional development. A sample of 304 participants participated during pregnancy, 6-weeks, 6-months, and 15-months postpartum. Mothers reported their depressive, anxiety, and stress symptoms, at each timepoint. Mother-reported toddler socioemotional functioning (using the Brief Infant-Toddler Social and Emotional Assessment) was measured at 15-months. Results of structural equation mediation models indicated that (1) higher prenatal distress was associated with elevated postpartum distress, from 6-weeks to 15-months postpartum; (2) associations between prenatal distress and toddler socioemotional problems became nonsignificant after accounting for postpartum distress; and (3) higher prenatal distress was indirectly associated with greater socioemotional problems, and specifically elevated externalizing problems, through higher maternal distress at 6 weeks and 15 months postpartum. Findings suggest that the continued experience of distress during the postpartum period plays an important role in child socioemotional development during the COVID-19 pandemic.					Khoury, Jennifer/HKF-6708-2023	Khoury, Jennifer/0000-0002-6703-4198													1525-0008	1532-7078				MAY	2024	29	3					412	436		10.1111/infa.12584	http://dx.doi.org/10.1111/infa.12584		FEB 2024						38329905					WOS:001157775300001
J	Perra, O; Winstanley, A; Sperotto, R; Gattis, M				Perra, Oliver; Winstanley, Alice; Sperotto, Rebecca; Gattis, Merideth			Attention control in preterm and term 5-month-old infants: Cross-task stability increases with gestational age	INFANCY												Cross-task stability refers to performance consistency across different settings and measures of the same construct. Cross-task stability can help us understand developmental processes, including how risks such as preterm birth affect outcomes. We investigated cross-task stability of attention control in 32 preterm and 39 term infants. All infants had the same chronological age at time of testing (5 months) but varied in gestational age (GA) at birth (30-42 weeks). Infants completed an experimental attention following task with a researcher and a naturalistic play observation with their mothers. Both preterm and term infants demonstrated attention following in the experimental task. GA and flexibility of attention were related: the likelihood of no turn trials decreased with increasing GA. To evaluate cross-task stability, we compared attention performance in the experimental and naturalistic settings. Flexible attention shifts on the experimental task were positively related to attention to objects in the naturalistic observation. Furthermore, the association between flexible attention shifts on the experimental task and attention to objects in the naturalistic observation was moderated by GA. Our study provides initial evidence that the consolidation of attention control increases with GA. These findings highlight the value of comparing experimental and observational measures of attention.					Perra, Oliver/AAI-3231-2020; Gattis, Merideth/A-1785-2010	Gattis, Merideth/0000-0002-8665-7577; Perra, Oliver/0000-0002-8675-3171													1525-0008	1532-7078				MAY	2024	29	3					437	458		10.1111/infa.12574	http://dx.doi.org/10.1111/infa.12574		JAN 2024						38244203					WOS:001145577000001
J	Mattera, JA; Erickson, NL; Barbosa-Leiker, C; Gartstein, MA				Mattera, Jennifer A.; Erickson, Nora L.; Barbosa-Leiker, Celestina; Gartstein, Maria A.			COVID-19 pandemic effects: Examining prenatal internalizing symptoms and infant temperament	INFANCY												For pregnant women, the COVID-19 pandemic has resulted in unprecedented stressors, including uncertainty regarding prenatal care and the long-term consequences of perinatal infection. However, few studies have examined the role of this adverse event on maternal wellbeing and infant socioemotional development following the initial wave of the pandemic when less stringent public health restrictions were in place. The current study addressed these gaps in the literature by first comparing prenatal internalizing symptoms and infant temperament collected after the first wave of the pandemic to equivalent measures in a pre-pandemic sample. Second, associations between prenatal pandemic-related stress and infant temperament were examined. Women who were pregnant during the COVID-19 pandemic endorsed higher pregnancy-specific anxiety relative to the pre-pandemic sample. They also reported greater infant negative emotionality and lower positive affectivity and regulatory capacity at 2 months postpartum. Prenatal infection stress directly predicted infant negative affect. Both prenatal infection and preparedness stress were indirectly related to infant negative emotionality through depression symptoms during pregnancy and at 2 months postpartum. These results have implications for prenatal mental health screening procedures during the pandemic and the development of early intervention programs for infants born to mothers during this adverse event.						Erickson, Nora/0000-0002-6497-3579; Gartstein, Maria/0000-0002-5866-7751													1525-0008	1532-7078				MAY	2024	29	3					386	411		10.1111/infa.12583	http://dx.doi.org/10.1111/infa.12583		JAN 2024						38244202					WOS:001145577900001
J	Tamis-LeMonda, CS; Kachergis, G; Masek, LR; Gonzalez, SL; Soska, KC; Herzberg, O; Xu, M; Adolph, KE; Gilmore, RO; Bornstein, MH; Casasola, M; Fausey, CM; Frank, MC; Goldin-Meadow, S; Gros-Louis, J; Hirsh-Pasek, K; Iverson, J; Lew-Williams, C; Macwhinney, B; Marchman, VA; Naigles, L; Namy, L; Perry, LK; Rowe, M; Sheya, A; Soderstrom, M; Song, LL; Walle, E; Warlaumont, AS; Yoshida, H; Yu, C; Yurovsky, D				Tamis-LeMonda, Catherine S.; Kachergis, George; Masek, Lillian R.; Gonzalez, Sandy L.; Soska, Kasey C.; Herzberg, Orit; Xu, Melody; Adolph, Karen E.; Gilmore, Rick O.; Bornstein, Marc H.; Casasola, Marianella; Fausey, Caitlin M.; Frank, Michael C.; Goldin-Meadow, Susan; Gros-Louis, Julie; Hirsh-Pasek, Kathy; Iverson, Jana; Lew-Williams, Casey; Macwhinney, Brian; Marchman, Virginia A.; Naigles, Letitia; Namy, Laura; Perry, Lynn K.; Rowe, Meredith; Sheya, Adam; Soderstrom, Melanie; Song, Lulu; Walle, Eric; Warlaumont, Anne S.; Yoshida, Hanako; Yu, Chen; Yurovsky, Dan			Comparing apples to manzanas and oranges to naranjas: A new measure of English-Spanish vocabulary for dual language learners	INFANCY												The valid assessment of vocabulary development in dual-language-learning infants is critical to developmental science. We developed the Dual Language Learners English-Spanish (DLL-ES) Inventories to measure vocabularies of U.S. English-Spanish DLLs. The inventories provide translation equivalents for all Spanish and English items on Communicative Development Inventory (CDI) short forms; extended inventories based on CDI long forms; and Spanish language-variety options. Item-Response Theory analyses applied to Wordbank and Web-CDI data (n = 2603, 12-18 months; n = 6722, 16-36 months; half female; 1% Asian, 3% Black, 2% Hispanic, 30% White, 64% unknown) showed near-perfect associations between DLL-ES and CDI long-form scores. Interviews with 10 Hispanic mothers of 18- to 24-month-olds (2 White, 1 Black, 7 multi-racial; 6 female) provide a proof of concept for the value of the DLL-ES for assessing the vocabularies of DLLs.					Chen, Yang-Yuan/AAP-5019-2021; Gonzalez, Sandy/AAA-4858-2021; Soderstrom, Melanie/B-8533-2013; Kachergis, George/H-2738-2019; Casasola, Marianella/A-2317-2013	Frank, Michael/0000-0002-7551-4378; Bornstein, Marc/0000-0002-6810-8427; Soska, Kasey/0000-0002-8257-0511; Yoshida, Hanako/0009-0001-2015-6059; Yu, Chen/0000-0003-1473-3179; Tamis-LeMonda, Catherine/0000-0002-9071-4028; Adolph, Karen/0000-0003-2819-134X													1525-0008	1532-7078				MAY	2024	29	3					302	326		10.1111/infa.12571	http://dx.doi.org/10.1111/infa.12571		JAN 2024						38217508					WOS:001142036200001
J	Ger, E; Wermelinger, S; de Ven, M; Daum, MM				Ger, Ebru; Wermelinger, Stephanie; de Ven, Maxine; Daum, Moritz M.			What&apos;s the point? Infants&apos; and adults&apos; perception of different pointing gestures	INFANCY												Adults and infants as young as 4 months old orient to pointing gestures. Although adults are shown to orient faster to index-finger pointing than other hand shapes, it is unknown whether hand shapes influence infants' perception of pointing. In this study, we used a spatial cueing paradigm on an eye tracker to investigate whether and to what extent adults and 12-month-old infants orient their attention in the direction of pointing gestures with different hand shapes: index finger, whole hand, and pinky finger. Furthermore, we assessed infants' and their parents' pointing production. Results revealed that adults showed a reliable cueing effect: shorter saccadic reaction times (SRTs) to congruent than incongruent targets, for all hand shapes. However, they did not show a larger cueing effect triggered by the index or any other finger. This contradicts previous findings and is discussed with respect to the differences in methodology. Infants showed a cueing effect only for the whole hand but not for the index or pinky fingers. The current results suggest that infants' orienting to pointing may be more robust for the whole hand shape in the first year, and tuning in to the social-communicative relevance of the canonical index finger shape may develop later or require additional social-communicative cues.					Wermelinger, Stephanie/ABE-8672-2020; Daum, Moritz/A-1441-2013; Ger, Ebru/HNI-3487-2023	Ger, Ebru/0000-0002-6140-1807; Wermelinger, Stephanie/0000-0002-6500-9108; Daum, Moritz/0000-0002-4032-4574													1525-0008	1532-7078				MAR	2024	29	2					251	270		10.1111/infa.12579	http://dx.doi.org/10.1111/infa.12579		JAN 2024						38214700					WOS:001140991000001
J	Laing, C; Bergelson, E				Laing, Catherine; Bergelson, Elika			Analyzing the effect of sibling number on input and output in the first 18 months	INFANCY												Prior research suggests that across a wide range of cognitive, educational, and health-based measures, first-born children outperform their later-born peers. Expanding on this literature using naturalistic home-recorded data and parental vocabulary reports, we find that early language outcomes vary by number of siblings in a sample of 43 English-learning U.S. children from mid-to-high socioeconomic status homes. More specifically, we find that children in our sample with two or more-but not one-older siblings had smaller productive vocabularies at 18 months, and heard less input from caregivers across several measures than their peers with less than two siblings. We discuss implications regarding what infants experience and learn across a range of family sizes in infancy.						Bergelson, Elika/0000-0003-2742-4797													1525-0008	1532-7078				MAR	2024	29	2					175	195		10.1111/infa.12578	http://dx.doi.org/10.1111/infa.12578		JAN 2024						38183663					WOS:001137147900001
J	Oakes, LM; Hayes, TR; Klotz, SM; Pomaranski, KI; Henderson, JM				Oakes, Lisa M.; Hayes, Taylor R.; Klotz, Shannon M.; Pomaranski, Katherine I.; Henderson, John M.			The role of local meaning in infants' fixations of natural scenes	INFANCY												As infants view visual scenes every day, they must shift their eye gaze and visual attention from location to location, sampling information to process and learn. Like adults, infants' gaze when viewing natural scenes (i.e., photographs of everyday scenes) is influenced by the physical features of the scene image and a general bias to look more centrally in a scene. However, it is unknown how infants' gaze while viewing such scenes is influenced by the semantic content of the scenes. Here, we tested the relative influence of local meaning, controlling for physical salience and center bias, on the eye gaze of 4- to 12-month-old infants (N = 92) as they viewed natural scenes. Overall, infants were more likely to fixate scene regions rated as higher in meaning, indicating that, like adults, the semantic content, or local meaning, of scenes influences where they look. More importantly, the effect of meaning on infant attention increased with age, providing the first evidence for an age-related increase in the impact of local meaning on infants' eye movements while viewing natural scenes.						Oakes, Lisa/0000-0002-6701-2853													1525-0008	1532-7078				MAR	2024	29	2					284	298		10.1111/infa.12582	http://dx.doi.org/10.1111/infa.12582		JAN 2024						38183667					WOS:001137152500001
J	Shinskey, JL				Shinskey, Jeanne L.			Developmental trajectories of picture-based object representations during the first year of life	INFANCY												Experience with an object's photograph changes 9-month-olds' preference for the referent object, confirming they can represent objects from pictures. However, picture-based representations appear weaker than object-based representations. The current study's first objective was to investigate age differences in object recognition memory after familiarization with objects' pictures. The second objective was to test whether age differences in object permanence sensitivity with picture-based representations match those found with object-based representations, whereby 7-month-olds search more for familiar hidden objects but 11-month-olds search more for novel ones. Six- and 11-month-olds were familiarized with an object's photo and tested on their representation of the real object by comparing their reaching for it versus a novel object. Objects were visible under conditions testing recognition memory and hidden under conditions testing object permanence. Like 9-month-olds, 6- and 11-month-olds preferred novelty with visible objects, showing early object recognition after picture familiarization, as well as developmental continuity. Unlike 9-month-olds, who switched to preferring familiarity with hidden objects, 6- and 11-month-olds switched to null preference. This pattern fails to match 7- and 11-month-olds' hidden-object preferences after familiarization with real objects, revealing discontinuity in sensitivity to object permanence after picture familiarization, and suggesting that picture-based representations are weaker than object-based ones.					Shinskey, Jeanne/HJZ-4588-2023	Shinskey, Jeanne/0000-0002-7380-4590													1525-0008	1532-7078				MAR	2024	29	2					233	250		10.1111/infa.12581	http://dx.doi.org/10.1111/infa.12581		JAN 2024						38183666					WOS:001137148400001
J	Carnevali, L; Della Longa, L; Dragovic, D; Farroni, T				Carnevali, Laura; Della Longa, Letizia; Dragovic, Danica; Farroni, Teresa			Touch and look: The role of affective touch in promoting infants' attention towards complex visual scenes	INFANCY												In a complex social environment, stimuli from different sensory modalities need to be integrated to decode communicative meanings. From very early in life, infants have to combine a multitude of sensory features with social and affective attributes. Of all senses, touch constitutes a privileged channel to carry affective-motivational meanings and foster social connection. In the present study, we investigate whether sharing sensory stimulation that varies for its affective value differentially affects infants' attention towards visual stimuli. 6 to 11-month-old infants (N = 42) were familiarized with two characters respectively matched with tactile (affective or non-affective) and auditory stimulation; then repeatedly exposed to scenes where the two characters moved towards target objects. Our results showed a main effect of stimulation (sound vs. touch) on looking times during familiarization, with longer looking times when sound is provided. During scenes presentation, a main effect of the type of touch (affective vs. non affective) emerged, with longer looking times in infants that previously experienced affective touch, suggesting that this sensory experience may critically engage the self and modulate infant attention. Overall, these findings suggest that while sound acts as attention getter, affective touch supports sustained attention towards complex visual scenes beyond the stimulation period itself.					Carnevali, Laura/KQU-1784-2024	Farroni, Teresa/0000-0003-1876-3703; Carnevali, Laura/0000-0001-7853-4940													1525-0008	1532-7078				MAR	2024	29	2					271	283		10.1111/infa.12580	http://dx.doi.org/10.1111/infa.12580		JAN 2024						38180744					WOS:001136952000001
