69. Dev Psychopathol. 2020 Jul 20:1-29. doi: 10.1017/S0954579420000577. Online ahead  of print.	Social endophenotypes in autism spectrum disorder: A scoping review.	Tiede GM(1), Walton KM(1).	Author information: (1)The Ohio State University, Columbus, OH, USA.	Endophenotypes are measurable markers of genetic vulnerability to current or  future disorder. Autism spectrum disorder (ASD) is well-suited to be examined  within an endophenotype framework given past and current emphases on the broader  autism phenotype and early detection. We conducted a scoping review to identify  potential socially-related endophenotypes of ASD. We focused on paradigms  related to sociality (e.g., theory of mind (TOM), social attention), which  comprise most of this literature. We integrated findings from traditional  behavioral paradigms with brain-based measures (e.g., electroencephalography,  functional magnetic resonance imaging). Broadly, infant research regarding  social attention and responsivity (Research Domain Criteria (RDoC) domain of  affiliation) and attention to faces and voices (social communication) finds  consistent abnormality in vulnerable infant siblings. Several additional  paradigms that have shown differences in vulnerable infants and young children  include animacy perception tasks (perception and understanding of others),  measures of recognition and response to familiar faces (attachment), and joint  attention and false-belief tasks (understanding mental states). Research areas  such as alexithymia (the perception and understanding of self), empathic  responding, and vocal prosody may hold interest; however, challenges in  measurement across populations and age ranges is a limiting factor. Future work  should address sex differences and age dependencies, specificity to ASD, and  heterogeneous genetic pathways to disorder within samples individuals with ASD  and relatives.	DOI: 10.1017/S0954579420000577 PMID: 32684176
70. Dev Psychopathol. 2020 May 22:1-13. doi: 10.1017/S0954579420000413. Online ahead  of print.	Teen childbearing and offspring internalizing symptoms: The mediating role of  child maltreatment.	Russotti J(1), Rogosch FA(1), Handley ED(1), Douthit KZ(2), Marquis A(2),  Cicchetti D(1)(3).	Author information: (1)Mt. Hope Family Center, University of Rochester, New York, NY, USA. (2)Warner School of Education, University of Rochester, Rochester, NY, USA. (3)Institute of Child Development, University of Minnesota, Minneapolis, MN,  USA.	Teenage childbearing (age 15-19 years) represents a significant public health  issue that can generate considerable deleterious, multigenerational consequences  for teen-childbearing mothers and their offspring. However, few studies have  examined the potential mediating mechanisms that may explain if and how teen  childbearing is associated with the development of offspring psychopathology.  The current study used a developmental model to test the mediating role of  chronic child maltreatment in the relationship between teen childbearing and  offspring internalizing symptoms in childhood and emerging adulthood. The study  participants were 384 individuals from socioeconomically disadvantaged,  ethnically diverse backgrounds, assessed across two longitudinal waves of data  (i.e., ages 10-12 and 18-20). The sample included maltreated and nonmaltreated  children, all of whom were comparable in terms of family income. Structural  equation modeling was conducted to test direct and indirect pathways from teen  childbearing to offspring psychopathology. A multigenerational developmental  cascade was found such that individuals born to mothers who began their  childbearing in adolescence were more likely to experience chronic maltreatment  during childhood, which in turn predicted greater internalizing symptoms  throughout childhood and emerging adulthood. Using a developmental  psychopathology framework, the results are discussed with regard to implications  for prevention and early intervention.	DOI: 10.1017/S0954579420000413 PMCID: PMC7680288 PMID: 32441239
71. Dev Psychopathol. 2020 Dec;32(5):1876-1887. doi: 10.1017/S0954579420001315.	Cortisol and socioeconomic status in early childhood: A multidimensional  assessment.	Tarullo AR(1)(2), Tuladhar CT(1), Kao K(3), Drury EB(4), Meyer J(5).	Author information: (1)Department of Psychological and Brain Sciences, Boston University, Boston,  MA, USA. (2)Center for Systems Neuroscience, Boston University, Boston, MA, USA. (3)Harvard Medical School, Brazelton Touchpoints Center, Division of  Developmental Medicine, Boston Children's Hospital,Boston, MA, USA. (4)Department of Psychology, University of Bath, Bath, UK. (5)Department of Psychological and Brain Sciences, University of Massachusetts,  Amherst, MA, USA.	The hypothalamic-pituitary-adrenal (HPA) axis is sensitive to early life stress,  with enduring consequences for biological stress vulnerability and health  (Gunnar & Talge, 2008). Low socioeconomic status (SES) is associated with  dysregulation of the stress hormone cortisol in early childhood. However, a  mechanistic understanding of this association is lacking. Multidimensional  assessment of both SES and cortisol is needed to characterize the intricate  relations between SES and cortisol function in early childhood. We assessed  parent-reported family income, parent education, occupational prestige,  neighborhood risk, food insecurity, and household chaos for 12-month-old infants  (N = 90) and 3.5-year-old children (N = 91). Hair cortisol concentration (HCC)  was obtained from parent and child, indexing chronic biological stress, and  diurnal salivary cortisol was measured in the children. Controlling for parent  HCC, parent education uniquely predicted infant and child HCC and, in addition,  neighborhood risk uniquely predicted infant HCC. Household chaos predicted  bedtime salivary cortisol concentration (SCC) for both infants and children, and  infant daily cortisol output. Food insecurity was associated with flattened  cortisol slope in 3.5-year-old children. Parental sensitivity did not mediate  relations between SES and cortisol. Results highlight the utility of SES  measures that index unpredictable and unsafe contexts, such as neighborhood  risk, food insecurity, and household chaos.	DOI: 10.1017/S0954579420001315 PMID: 33427182 [Indexed for MEDLINE]
72. Dev Psychopathol. 2019 Aug;31(3):899-915. doi: 10.1017/S0954579419000348. Epub  2019 Apr 8.	Difficulties with emotion regulation as a transdiagnostic mechanism linking  child maltreatment with the emergence of psychopathology.	Weissman DG(1), Bitran D(2), Miller AB(3), Schaefer JD(4), Sheridan MA(3),  McLaughlin KA(1).	Author information: (1)Department of Psychology,Harvard University,Cambridge,MA,USA. (2)Department of Psychology,University of Washington,Seattle,WA,USA. (3)Department of Psychology and Neuroscience,University of North Carolina,Chapel  Hill,NC,USA. (4)Department of Psychology and Neuroscience,Duke University,Durham,NC,USA.	Childhood maltreatment is associated with increased risk for most forms of  psychopathology. We examine emotion dysregulation as a transdiagnostic mechanism  linking maltreatment with general psychopathology. A sample of 262 children and  adolescents participated; 162 (61.8%) experienced abuse or exposure to domestic  violence. We assessed four emotion regulation processes (cognitive reappraisal,  attention bias to threat, expressive suppression, and rumination) and emotional  reactivity. Psychopathology symptoms were assessed concurrently and at a 2-year  longitudinal follow-up. A general psychopathology factor (p factor),  representing co-occurrence of psychopathology symptoms across multiple  internalizing and externalizing domains, was estimated using confirmatory factor  analysis. Maltreatment was associated with heightened emotional reactivity and  greater use of expressive suppression and rumination. The association of  maltreatment with attention bias varied across development, with maltreated  children exhibiting a bias toward threat and adolescents a bias away from  threat. Greater emotional reactivity and engagement in rumination mediated the  longitudinal association between maltreatment and increased general  psychopathology over time. Emotion dysregulation following childhood  maltreatment occurs at multiple stages of the emotion generation process, in  some cases varies across development, and serves as a transdiagnostic mechanism  linking child maltreatment with general psychopathology.	DOI: 10.1017/S0954579419000348 PMCID: PMC6620140 PMID: 30957738 [Indexed for MEDLINE]
73. Dev Psychopathol. 2020 Dec;32(5):1625-1639. doi: 10.1017/S0954579420001121.	Pregnancy as a period of risk, adaptation, and resilience for mothers and  infants.	Davis EP(1)(2), Narayan AJ(1).	Author information: (1)Department of Psychology, University of Denver, Denver, CO, USA. (2)Department of Psychiatry and Human Behavior, University of California,  Irvine, CA, USA.	The pregnancy period represents a unique window of opportunity to identify risks  to both the fetus and mother and to deter the intergenerational transmission of  adversity and mental health problems. Although the maternal-fetal dyad is  especially vulnerable to the effects of stress during pregnancy, less is known  about how the dyad is also receptive to salutary, resilience-promoting  influences. The present review adopts life span and intergenerational  perspectives to review four key areas of research. The first part describes how  pregnancy is a sensitive period for both the mother and fetus. In the second  part, the focus is on antecedents of maternal prenatal risks pertaining to  prenatal stress response systems and mental health. The third part then turns to  elucidating how these alterations in prenatal stress physiology and mental  health problems may affect infant and child outcomes. The fourth part  underscores how pregnancy is also a time of heightened fetal receptivity to  maternal and environmental signals, with profound implications for adaptation.  This section also reviews empirical evidence of promotive and protective factors  that buffer the mother and fetus from developmental and adaptational problems  and covers a sample of rigorous evidence-based prenatal interventions that  prevent maladaptation in the maternal-fetal dyad before babies are born.  Finally, recommendations elaborate on how to further strengthen understanding of  pregnancy as a period of multilevel risk and resilience, enhance comprehensive  prenatal screening, and expand on prenatal interventions to promote  maternal-fetal adaptation before birth.	DOI: 10.1017/S0954579420001121 PMCID: PMC7863987 PMID: 33427164 [Indexed for MEDLINE]	Conflict of interest statement: Conflicts of Interest. None.
74. Dev Psychopathol. 2020 Feb;32(1):219-227. doi: 10.1017/S0954579418001682.	Emotion regulation across the psychosis continuum.	Chapman HC(1), Visser KF(1), Mittal VA(2), Gibb BE(3), Coles ME(3), Strauss  GP(1).	Author information: (1)Department of Psychology, University of Georgia, Athens, GA, USA. (2)Department of Psychology, Northwestern University, Evanston, IL, USA. (3)Department of Psychology, Binghamton University, Binghamton, NY, USA.	Emotion regulation dysfunction is characteristic of psychotic disorders, but  little is known about how the use of specific types of emotion regulation  strategies differs across phases of psychotic illness. This information is vital  for understanding factors contributing to psychosis vulnerability states and  developing targeted treatments. Three studies were conducted to examine emotion  regulation across phases of psychosis, which included (a) adolescent community  members with psychotic-like experiences (PLEs; n = 262) and adolescents without  PLEs (n = 1,226); (b) adolescents who met clinical high-risk criteria for a  prodromal syndrome (n = 29) and healthy controls (n = 29); and (c) outpatients  diagnosed with schizophrenia or schizoaffective disorder (SZ; n = 61) and  healthy controls (n = 67). In each study, participants completed the Emotion  Regulation Questionnaire and measures of psychiatric symptoms and functional  outcome. The three psychosis groups did not differ from each other in reported  use of suppression; however, there was evidence for a vulnerability-related,  dose-dependent decrease in reappraisal. Across each sample, a lower use of  reappraisal was associated with poorer clinical outcomes. Findings indicate that  emotion regulation abnormalities occur across a continuum of psychosis  vulnerability and represent important targets for intervention.	DOI: 10.1017/S0954579418001682 PMCID: PMC6689466 PMID: 30739633 [Indexed for MEDLINE]
75. Dev Psychopathol. 2020 Sep 21:1-12. doi: 10.1017/S0954579420001054. Online ahead  of print.	Transactional relations between developmental trajectories of executive  functioning and internalizing and externalizing symptomatology in adolescence.	Brieant A(1), King-Casas B(2), Kim-Spoon J(1).	Author information: (1)Department of Psychology, Virginia Tech, Blacksburg, Virginia, USA. (2)Fralin Biomedical Research Institute at VTC, Roanoke, Virginia, USA.	Adolescence is a period of social, physical, and neurobiological transitions  that may leave individuals more vulnerable to the development of internalizing  and externalizing symptomatology. Extant research demonstrates that executive  functioning (EF) is associated with psychopathology outcomes in adolescence;  however, it has yet to be examined how EF and psychopathology develop  transactionally over time. Data were collected from 167 adolescents (47% female,  13-14 years old at Time 1) and their primary caregiver over 4 years. At each  time point, adolescents completed three behavioral tasks that capture the  underlying dimensions of EF, and both adolescents and their primary caregiver  completed measures of adolescent psychopathology. Latent growth curve modeling  was used to test the associations between initial levels and trajectories of EF  and psychopathology. Results indicated that higher initial levels of  internalizing and externalizing symptomatology were associated with lower EF at  Time 4 (controlling for Time 1 EF). Initial levels of EF did not predict changes  in internalizing and externalizing symptomatology. These findings suggest that  early psychopathology may be a risk factor for maladaptive EF development in  adolescence.	DOI: 10.1017/S0954579420001054 PMID: 32955009
76. Dev Psychopathol. 2020 May;32(2):425-436. doi: 10.1017/S095457941900018X.	Parents' adverse childhood experiences and parent-child emotional availability  in an American Indian community: Relations with young children's  social-emotional development.	Wurster HE(1), Sarche M(2), Trucksess C(2), Morse B(3), Biringen Z(4).	Author information: (1)One Health Institute, Colorado State University, Fort Collins, CO, USA. (2)Centers for American Indian and Alaska Native Health, Community and  Behavioral Health, Colorado School of Public Health, University of Colorado at  Denver, Denver, CO, USA. (3)Colorado Multiple Institutional Review Board, University of Colorado at  Denver, Denver, CO, USA. (4)Department of Human Development and Family Services, Colorado State  University, Fort Collins, CO, USA.	This study examined relations among parent adverse childhood experiences (ACEs),  parent mental distress, child social-emotional functioning, and parent emotional  availability (EA) among parents and children served by an Early Head Start  program in an American Indian community. The majority of parents and children in  the study were American Indian/Alaska Native. American Indian/Alaska Native  communities experience relatively high rates of trauma, socioeconomic  disparities, and mental health challenges. In this context, young children may  be especially vulnerable to early life stress. Further, a strong body of  literature demonstrates the long-term effects of ACEs on individuals' mental  health, as well as their child's social-emotional functioning. In this study we  examined a model to test the relation of parent ACEs to children's  social-emotional functioning, with an indirect effect via a latent "mental  distress" variable consisting of parent depression, anxiety, and  parenting-related distress. Results supported this model, suggesting that parent  ACEs related to children's social-emotional problems by way of parent mental  distress. However, when a categorical measure of parent EA was added as a  moderator, the model only remained significant in the low EA parent group. These  results provided evidence for a "buffering" effect of high parent EA on the  relation between parent ACEs, parent mental distress, and children's  social-emotional problems.	DOI: 10.1017/S095457941900018X PMID: 30919805 [Indexed for MEDLINE]
77. Dev Psychopathol. 2018 Dec;30(5):1611-1627. doi: 10.1017/S0954579418001256.	Intergenerational gaps in Mexican American values trajectories: Associations  with parent-adolescent conflict and adolescent psychopathology.	Gonzales NA(1), Knight GP(1), Gunn HJ(1), Tein JY(1), Tanaka R(2), White RMB(1).	Author information: (1)Arizona State University. (2)Toronto General Hospital.	Erratum in     Dev Psychopathol. 2019 Oct;31(4):1601.	Growth mixture modeling with a sample of 749 Mexican heritage families  identified parallel trajectories of adolescents' and their mothers' heritage  cultural values and parallel trajectories of adolescents' and their fathers'  heritage cultural values from Grades 5 to 10. Parallel trajectory profiles were  then used to test cultural gap-distress theory that predicts increased  parent-adolescent conflict and adolescent psychopathology over time when  adolescents become less aligned with Mexican heritage values compared to their  parents. Six similar parallel profiles were identified for the mother-youth and  father-youth dyads, but only one of the six was consistent with the hypothesized  problem gap pattern in which adolescents' values were declining over time to  become more discrepant from their parents. When compared to families in the  other trajectory groups as a whole, mothers in the mother-adolescent problem gap  trajectory group reported higher levels of mother-adolescent conflict in the  10th grade that accounted for subsequent increases in internalizing and  externalizing symptoms assessed in 12th grade. Although the findings provided  some support for cultural gap-distress predictions, they were not replicated  with adolescent report of conflict nor with the father-adolescent trajectory  group analyses. Exploratory pairwise comparisons between all six  mother-adolescent trajectory groups revealed additional differences that  qualified and extended these findings.	DOI: 10.1017/S0954579418001256 PMID: 30451140 [Indexed for MEDLINE]
78. Dev Psychopathol. 2018 Aug;30(3):807-824. doi: 10.1017/S0954579418000469.	Incorporating epigenetic mechanisms to advance fetal programming theories.	Conradt E(1), Adkins DE(1), Crowell SE(1), Raby KL(1), Diamond LM(1), Ellis  B(1).	Author information: (1)University of Utah.	Decades of fetal programming research indicates that we may be able to map the  origins of many physical, psychological, and medical variations and morbidities  before the birth of the child. While great strides have been made in identifying  associations between prenatal insults, such as undernutrition or psychosocial  stress, and negative developmental outcomes, far less is known about how  adaptive responses to adversity regulate the developing phenotype to match  stressful conditions. As the application of epigenetic methods to human behavior  has exploded in the last decade, research has begun to shed light on the role of  epigenetic mechanisms in explaining how prenatal conditions shape later  susceptibilities to mental and physical health problems. In this review, we  describe and attempt to integrate two dominant fetal programming models: the  cumulative stress model (a disease-focused approach) and the match-mismatch  model (an evolutionary-developmental approach). In conjunction with biological  sensitivity to context theory, we employ these two models to generate new  hypotheses regarding epigenetic mechanisms through which prenatal and postnatal  experiences program child stress reactivity and, in turn, promote development of  adaptive versus maladaptive phenotypic outcomes. We conclude by outlining  priority questions and future directions for the fetal programming field.	DOI: 10.1017/S0954579418000469 PMCID: PMC6079515 PMID: 30068415 [Indexed for MEDLINE]	Conflict of interest statement: Conflict of Interest: The authors report no  conflict of interest.
79. Dev Psychopathol. 2018 Dec;30(5):1907-1922. doi: 10.1017/S0954579418000974. Epub  2018 Aug 24.	Intervening in cultural development: The case of ethnic-racial identity.	Umaña-Taylor AJ(1).	Author information: (1)Harvard University and Universidad de San Buenaventura,Medellín.	The literature on developmental psychopathology has been criticized for its  limited integration of culture and, particularly, the lack of research  addressing cultural development in relation to psychopathology. In this paper, I  present how the study of ethnic-racial identity provides a heuristic model for  how culture can be examined developmentally and in relation to psychopathology.  In addition, I introduce the Identity Project intervention program and discuss  how its findings provide empirical support for the notions that cultural  development can be modified with intervention, and that such modifications can  lead to psychosocial benefits for adolescents. Finally, I discuss existing  challenges to advancing this work and important future directions for both basic  and translational research in this area.	DOI: 10.1017/S0954579418000974 PMID: 30139400 [Indexed for MEDLINE]
80. Dev Psychopathol. 2020 Jun 15:1-11. doi: 10.1017/S0954579420000425. Online ahead  of print.	Parenting practices and intergenerational cycle of victimization in Peru.	Scheid CR(1), Miller-Graff LE(2), Guzmán DB(3).	Author information: (1)Department of Psychology, University of Notre Dame, 390 Corbett Family Hall,  Notre Dame, 46556, IN, USA. (2)Department of Psychology and Peace Studies, University of Notre Dame, Center  for Children and Families, Kroc Institute for International Peace Studies, 390  Corbett Family Hall, Notre Dame, IN46556, USA. (3)Ford Program in Human Development Studies and Solidarity and Pulte Institute  for Global Development, University of Notre Dame, 1130 Jenkins Hall, Notre Dame,  IN46556, USA.	Existing research has suggested children of caregivers with histories of  exposure to trauma are at heightened risk for victimization, but few studies  have explored potential mechanisms that explain this intergenerational  transmission of risk. With data from peri-urban households in Lima, Peru (N =  402), this study analyzes parenting behaviors in the relation between  caregivers' trauma history and child victimization for children aged 4-17.  Results indicated caregivers' trauma history and negative parenting behaviors  related to child victimization, and negative parenting behaviors mediated this  relation. Positive parenting behaviors did not have significant direct effects  and were not mediators of risk transmission. Parenting behaviors did not  moderate the relation between caregiver and child victimization, suggesting  parenting behaviors may not buffer or exacerbate intergenerational transmission.  Post-hoc analyses revealed family type (e.g., single, cohabitating/married)  exerted significant direct and moderating effects on child risk, interacting  with positive parenting. Families with married/cohabitating caregivers reported  overall lower levels of child victimization; however, the relation between  positive parenting and victimization was slightly stronger for children in  single-parent families. Results highlight potential pathways of the  intergenerational cycle of victimization and suggest high-risk families in Peru  may benefit from parenting supports, especially pertaining to remediation of  negative parenting behaviors.	DOI: 10.1017/S0954579420000425 PMID: 32536349
81. Dev Psychopathol. 2020 Aug;32(3):1149-1172. doi: 10.1017/S0954579419000798.	A meta-analytic review of parenting interventions in foster care and adoption.	Schoemaker NK(1), Wentholt WGM(1), Goemans A(1), Vermeer HJ(1), Juffer F(1),  Alink LRA(1).	Author information: (1)Institute of Education and Child Studies, Leiden University, Leiden, The  Netherlands.	Foster and adoptive parents often face challenges while taking care of children  who, due to their adverse early life experiences, are at risk of developing  insecure attachment relationships, behavior problems, and stress dysregulation.  Several intervention programs have been developed to help foster and adoptive  parents to overcome these challenges. In the current study, a series of eight  meta-analyses were performed to examine the effectiveness of these intervention  programs on four parent outcomes (sensitive parenting, k = 11, N = 684;  dysfunctional discipline, k = 4, N = 239; parenting knowledge and attitudes, k =  7, N = 535; parenting stress, k = 18, N = 1,306), three child outcomes  (attachment security, k = 6, N = 395; behavior problems, k = 33, N = 2,661;  diurnal cortisol levels, k = 3, N = 261), and placement disruption (k = 7, N =  1,100). Results show positive effects for the four parent outcomes and child  behavior problems, but not for attachment security, child diurnal cortisol  levels, or placement disruption. Indirect effects on child outcomes may be  delayed, and therefore long-term follow-up studies are needed to examine the  effects of parenting interventions on children.	DOI: 10.1017/S0954579419000798 PMID: 31366418 [Indexed for MEDLINE]
82. Dev Psychopathol. 2020 Oct;32(4):1402-1417. doi: 10.1017/S0954579419001354.	The social withdrawal and social anxiety feedback loop and the role of peer  victimization and acceptance in the pathways.	Barzeva SA(1), Richards JS(1), Meeus WHJ(2), Oldehinkel AJ(1).	Author information: (1)Interdisciplinary Center Psychopathology and Emotion Regulation, University  Medical Center Groningen, University of Groningen, Groningen, The Netherlands. (2)Research Center Adolescent Development, Utrecht University, Utrecht, The  Netherlands.	Social withdrawal and social anxiety are believed to have a bidirectional  influence on one another, but it is unknown if their relationship is  bidirectional, especially within person, and if peer experiences influence this  relationship. We investigated temporal sequencing and the strength of effects  between social withdrawal and social anxiety, and the roles of peer  victimization and acceptance in the pathways. Participants were 2,772  adolescents from the population-based and clinically referred cohorts of the  Tracking Adolescents' Individual Lives Survey. Self- and parent-reported  withdrawal, and self-reported social anxiety, peer victimization, and perceived  peer acceptance were assessed at 11, 13, and 16 years. Random-intercept  cross-lagged panel models were used to investigate within-person associations  between these variables. There was no feedback loop between withdrawal and  social anxiety. Social withdrawal did not predict social anxiety at any age.  Social anxiety at 11 years predicted increased self-reported withdrawal at 13  years. Negative peer experiences predicted increased self- and parent-reported  withdrawal at 13 years and increased parent-reported withdrawal at 16 years. In  turn, self-reported withdrawal at 13 years predicted negative peer experiences  at 16 years. In conclusion, adolescents became more withdrawn when they became  more socially anxious or experienced greater peer problems, and increasing  withdrawal predicted greater victimization and lower acceptance.	DOI: 10.1017/S0954579419001354 PMID: 31668152 [Indexed for MEDLINE]
83. Dev Psychopathol. 2020 Oct;32(4):1473-1485. doi: 10.1017/S095457941900141X.	Does puberty affect the development of behavior problems as a mediator,  moderator, or unique predictor?	Beltz AM(1), Corley RP(2), Wadsworth SJ(2), DiLalla LF(3), Berenbaum SA(4).	Author information: (1)Department of Psychology, University of Michigan, Ann Arbor, MI, USA. (2)Institute for Behavioral Genetics, University of Colorado Boulder, Boulder,  CO, USA. (3)Department of Family and Community Medicine, Southern Illinois University  School of Medicine, Carbondale, IL, USA. (4)Departments of Psychology and Pediatrics, The Pennsylvania State University,  University Park, PA, USA.	Pubertal timing matters for psychological development. Early maturation in girls  is linked to risk for depression and externalizing problems in adolescence and  possibly adulthood, and early and late maturation in boys are linked to  depression. It is unclear whether pubertal timing uniquely predicts problems; it  might instead mediate the continuity of behavior problems from childhood to  adolescence or create psychological risk specifically in youth with existing  problems, thus moderating the link. We investigated these issues in 534 girls  and 550 boys, measuring pubertal timing by a logistic model fit to annual  self-report measures of development and, in girls, age at menarche. Prepuberty  internalizing and externalizing behavior problems were reported by parents.  Adolescent behavior problems were reported by parents and youth. As expected,  behavior problems were moderately stable. Pubertal timing was not predicted by  childhood problems, so it did not mediate the continuity of behavior problems  from childhood to adolescence. Pubertal timing did not moderate links between  early and later problems for girls. For boys, early maturation accentuated the  link between childhood problems and adolescent substance use. Overall, the  replicated links between puberty and behavior problems appear to reflect the  unique effects of puberty and child behavior problems on the development of  adolescent behavior problems.	DOI: 10.1017/S095457941900141X PMID: 31735198 [Indexed for MEDLINE]
84. Dev Psychopathol. 2020 Dec;32(5):1899-1913. doi: 10.1017/S0954579420001443.	Addressing educational inequalities and promoting learning through studies of  stress physiology in elementary school students.	Obradović J(1), Armstrong-Carter E(1).	Author information: (1)Graduate School of Education, Stanford University, Stanford, CA, USA.	To be ready to learn, children need to be focused, engaged, and able to bounce  back from setbacks. However, many children come to school with heightened or  diminished physiological arousal due to exposure to poverty-related risks. While  stress physiology plays a role in explaining how adversity relates to processes  that support students' cognitive development, there is a lack of studies of  physiological stress response in educational settings. This review integrates  relevant studies and offers future directions for research on the role of stress  physiology in the school adaptation of elementary school students, focusing on  these important questions: (a) What are the links between physiological stress  response and learning-related skills and behaviors, and do they vary as a  function of proximal and distal experiences outside of school? (b) How are  school experiences associated with students' physiological stress response and  related cognitive and behavioral adaptations? (c) How can we leverage measures  of students' physiological stress response in evaluations of school-based  interventions to better support the school success of every student? We hope to  stimulate a new wave of research that will advance the science of developmental  stress physiology, as well as improve the application of these findings in  educational policy and practice.	DOI: 10.1017/S0954579420001443 PMID: 33427176 [Indexed for MEDLINE]
85. Dev Psychopathol. 2020 Jul 6:1-31. doi: 10.1017/S0954579420000383. Online ahead  of print.	The neurophysiological embedding of child maltreatment.	Holochwost SJ(1)(2), Wang G(3), Kolacz J(4), Mills-Koonce WR(3), Klika JB(5),  Jaffee SR(6).	Author information: (1)Palmer Wolf Corporation, 8A Francis Avenue, Cambridge, MA02138, USA. (2)Andrus, 1156 North Broadway, Yonkers, NY 10701, USA. (3)School of Education, University of North Carolina Chapel Hill, 301K Peabody  Hall, CB 3500, Chapel Hill, NC27599-3500, USA. (4)Kinsey Institute, Indiana University, Lindley Hall, 150 South Woodlawn  Avenue, Bloomington, IL47405, USA. (5)Prevent Child Abuse America, 228 South Wabash Avenue, 10th Floor, Chicago,  IL60604, USA. (6)Department of Psychology, University of Pennsylvania, 425 S. University  Avenue, Philadelphia, PA19104, USA.	Maltreatment adversely impacts the development of children across a host of  domains. One way in which maltreatment may exert its deleterious effects is by  becoming embedded in the activity of neurophysiological systems that regulate  metabolic function. This paper reviews the literature regarding the association  between childhood maltreatment and the activity of three systems: the  parasympathetic nervous system, the sympathetic nervous system, and the  hypothalamic-pituitary-adrenal axis. A particular emphasis is placed on the  extent to which the literature supports a common account of activity across  these systems under conditions of homeostasis and stress. The paper concludes  with an outline of directions for future research and the implications of the  literature for policy and practice.	DOI: 10.1017/S0954579420000383 PMID: 32624073
86. Dev Psychopathol. 2020 Dec;32(5):1685-1695. doi: 10.1017/S095457942000142X.	Prenatal maternal psychological distress and fetal developmental trajectories:  associations with infant temperament.	Howland MA(1), Sandman CA(2), Davis EP(2)(3), Glynn LM(4).	Author information: (1)Institute of Child Development, University of Minnesota, Minneapolis, MN,  USA. (2)Department of Psychiatry & Human Behavior, University of California, Irvine,  CA, USA. (3)Department of Psychology, University of Denver, Denver, CO, USA. (4)Department of Psychology, Chapman University, Orange, CA, USA.	Associations between prenatal maternal psychological distress and offspring  developmental outcomes are well documented, yet relatively little research has  examined links between maternal distress and development in utero, prior to  postpartum influences. Fetal heart rate (FHR) parameters are established indices  of central and autonomic nervous system maturation and function which  demonstrate continuity with postnatal outcomes. This prospective, longitudinal  study of 149 maternal-fetal pairs evaluated associations between prenatal  maternal distress, FHR parameters, and dimensions of infant temperament. Women  reported their symptoms of psychological distress at five prenatal visits, and  FHR monitoring was conducted at the last three visits. Maternal report of infant  temperament was collected at 3 and 6 months of age. Exposure to elevated  prenatal maternal psychological distress was associated with higher  late-gestation resting mean FHR (FHRM) among female but not male fetuses. Higher  late-gestation FHRM was associated with lower infant orienting/regulation and  with higher infant negative affectivity, and these associations did not differ  by infant sex. A path analysis identified higher FHRM as one pathway by which  elevated prenatal maternal distress was associated with lower  orienting/regulation among female infants. Findings suggest that, for females,  elevated maternal distress alters fetal development, with implications for  postnatal function. Results also support the notion that, for both sexes,  individual differences in regulation emerge prenatally and are maintained into  infancy. Collectively, these findings underscore the utility of direct  assessment of development in utero when examining if prenatal experiences are  carried forward into postnatal life.	DOI: 10.1017/S095457942000142X PMID: 33427168 [Indexed for MEDLINE]
87. Dev Psychopathol. 2020 Dec;32(5):1640-1656. doi: 10.1017/S0954579420001145.	How developmental neuroscience can help address the problem of child poverty.	Pollak SD(1), Wolfe BL(2).	Author information: (1)Departments of Psychology and Waisman Center, University of Wisconsin,  Madison, WI, USA. (2)Departments of Economics, Population Health Sciences and Public Affairs,  University of Wisconsin, Madison, WI, USA.	Nearly 1 in 5 children in the United States lives in a household whose income is  below the official federal poverty line, and more than 40% of children live in  poor or near-poor households. Research on the effects of poverty on children's  development has been a focus of study for many decades and is now increasing as  we accumulate more evidence about the implications of poverty. The American  Academy of Pediatrics recently added "Poverty and Child Health" to its Agenda  for Children to recognize what has now been established as broad and enduring  effects of poverty on child development. A recent addition to the field has been  the application of neuroscience-based methods. Various techniques including  neuroimaging, neuroendocrinology, cognitive psychophysiology, and epigenetics  are beginning to document ways in which early experiences of living in poverty  affect infant brain development. We discuss whether there are truly worthwhile  reasons for adding neuroscience and related biological methods to study child  poverty, and how might these perspectives help guide developmentally based and  targeted interventions and policies for these children and their families.	DOI: 10.1017/S0954579420001145 PMID: 33427175 [Indexed for MEDLINE]
